Codigo_Nacional;Nombre
658668;ADOLONTA RETARD 50 MG 20 COM
658669;ADOLONTA RETARD 50 MG 60 COM
658837;ALACAPSIN 0.075% CR 50 G
658970;OLANZAPINA STADA 5 MG 28CO
659075;FORMODUAL 1006 MCG 120 DOSIS
659096;OLANZAPINA CINFA 2.5MG 28CO
659117;OLANZAPINA NORMON 10MG 28CO
659185;TRADONAL RETARD 50 MG 60 CAPS
659329;RIGEVIDON 15030 MCG 21 COM
659373;PERGOVERIS 150UI75UI 1 VIAL
659698;BOREA 160 MG 30 COMP
659726;CINFAMAR CAFEINA 10 COMP
659730;DIAZEPAN LEO 2 MG 30 COMP
659889;TAMIFLU 30 MG 10 CAPS DURAS
660082;ONDANSETRON NORMON 4 MG 6 COM
660104;INDAPAMIDA RET KERN 1.5MG 30CO
660392;ATORVASTATINA CINFA 80MG 28CO
660466;MAYESTA 10 MG 50 CAPS
660477;IBUPROFENO ARG KERN 600MG 40SO
660617;SEROQUEL PROLONG 300MG 60CO
660684;OSVAREN 435 mg/235 mg 180 COMPRIMIDOS RECUBIERTOS
660697;IBUPROFENO ARG NORMO600MG20SO
660910;PULMICORT TURBUHAL 100MCG 200D
660933;LAMBDALINA 40 MGG CR 5 G
660937;LAMBDALINA 40 MGG CR 30 G
661219;PARACETAMOL QUALIG 1G 20 CO EF
661472;INDAPAMIDA RET CINF 1.5MG 30CO
661496;BOREA 160 MG 30 SOBR
661502;FORTECORTIN 8 MG 30 COMP
661615;EKISTOL 100 MG 56 COMP
661855;PLURALAIS 10 MG 28 COM
661974;VALSARTAN CINFA 80 MG 28 COMP
662064;SINGULAIR 5 MG 28 COMP
662085;ZOMARIST 50 MG1000 MG 60 COMP
662096;PARACETAMOL TEVA 650 MG 20 COM
662442;EVIANA 0.5 MG0.1MG 28 COMP
662711;RANEXA 375 MG 60 COMP
663122;FERROPROTINA 80 MG 15 SOBR
663544;PANTOPRAZOL CINFA 20M 28CO BLI
663756;MINOXIDIL VI´┐¢AS 5% SOL 180 ML
663991;ACECLOFENACO NORMON 100MG 20CO
664078;ARICEPT 5 MG 28 COMP
664156;AMLODIPINO MABO BD 5 MG 30 CO
664160;ACOXXEL 60 MG 28 COMP
664161;ACOXXEL 90 MG 28 COMP
664443;ARKOCAPSULAS PASIFLORA 45 CAPS
664617;FENTANILO MATRIX CINFA 50MC 5P
664714;SALAGEN 5 MG 84 COMP
664945;FAMCICLOVIR NORMON 125 MG 10CO
664952;ARKOCAPSULAS COLA CABALLO 100C
665251;DORMIREL CINFA 25 MG 16 CO
665434;IRBESARTAN HCTZ NORMON 150MG28
665668;NICORETTE ICE MINT 2 MG 105 CH
665772;ELONVA 100 MCG 1 JGA 0.5 ML
665810;EFFERALGAN 30 mg/ml SOLUCION ORAL 1 FRASCO 90 ml
665975;ENTACAPONA TEVA 200MG 100COM
666248;NUCLEO CMP FORTE 30 CAPS
667451;PREVENCOR 40 MG 28 COMP
667572;INSUCOR 5MG 28COMP
668073;DROSURELLE DIARIO 28 COMP
669051;ZARATOR 40 MG 28 COMP
669069;ZARATOR 20 MG 28 COMP
669515;IMIGRAN INTRANASAL 20 MG 2 PUL
669523;IMIGRAN INTRANASAL 10 MG
669572;SERACTIL 400 MG 30 COMP
669960;NEOBRUFEN 600 MG 40 SOBR EFERV
671628;OVESTINON CR 15 G
671976;CLEXANE 60 MG 2 JGAS
671996;CLEXANE 40MG4000UI 2JGAS 0.4ML
672001;HIBOR 7500 UI 0.3 ML 2 JGA
672002;HIBOR 5000 UI 0.2 ML 30 JGA
672003;HIBOR 5000 UI 0.2 ML 2 JGA
672020;MANIDON RETARD 180 MG 60 COMP
672021;MANIDON RETARD 120 MG 60 COM
672088;OFT CUSI CLORANF 1% 3 G PDA
672541;RABEPRAZOL CINFA 20MG 28COMP
672587;PROFER 40 MG 30 COMP SOLUBLES
672718;BUDESONIDA ALDO 200 MCG 120 DO
672975;SENIORAL INF JBE 150 ML
672989;LOBIVON PLUS 5MG25MG 28 CO
673109;LERZAM 20 MG 28 COMP
673150;PANTOPRAZOL RATIO 40MG 28 COMP
673633;ENALAPRIL HCTZ NORM2012.5MG28
673774;TELMISARTAN NORMON 20MG 28CO
674878;OPENVAS PLUS 4012.5 MG 28 COM
674888;OLMETEC PLUS 4012.5 MG 28 COM
674892;OLMETEC PLUS 4025 MG 28 COMP
674960;CEFTRIAXONA NORMON 250 MG IM
675294;CLEXANE 80 MG 30 JGAS
675601;VALSARTAN NORMON 320 MG 28 COM
676091;SEROQUEL PROLONG 50 MG 10CO
676124;DURFENTA 25 MCG 5 PARCHES
676925;SOLUDRONATE SEMAN 70MG 4X100ML
677204;ILVIGRIP POLVO SOLUC ORAL 10SO
677282;PALEXIA 50 MG 30 COMP
677430;MENOPUR 1200 UI POLVO
677431;MENOPUR 600 UI 1 VIAL + 1 JGA
677602;COMBIPRASAL 0.5MG2.5MG SOL
677630;AC IBANDRONICO KERN 150MG 3 CO
677989;ZADITEN COLI 5 ML
678588;CAPENON HCT 40525 MG 28 COM
679042;CAPENON HCT 20512.5MG 28 COM
679548;MST CONTINUS 15 MG 60 COMP
679561;DEFLAZACORT CINFA 6 MG 20 COM
679946;TEGRETOL 200 MG 100 COM
679951;TRIALMIN 900 MG 30 COMP
679953;ALOCARE 1 MG 28 COMPRIMIDOS
680380;CLARITROMICINA U KER 500MG14CO
681232;MONTELUKAST NORMON 5MG 28CO
681785;CINFADOL 11.6 MGG GEL 60G
682433;CITARABINA ACCORD 100 mg/ml 1 VIAL SOLUCION INYECTABLE Y PARA PERFUSION 5 ml
683490;CINFAMAR 50 MG 10 COMP
683508;CINFAMAR 50 MG 4 COMP
683664;ENEMA CASEN INF 80 ML
683979;DURACEF 250 MG SUSP 60 ML
684582;ZOLAFREN OLANZA 5MG 28CA
684706;SALOFALK 3 G 60 SOBR
685174;DOLQUINE 200 MG 60 COM
685399;ZOELY 2.5MG1.5MG 28COM
685618;MOVICOL NEUTRO 13.7G 30 SOBRES
685650;DOXAZOSINA NEO CINFA 8MG 28COM
685719;ZOLADEX DEPOT 3.6 MG JGA
686077;ESOMEPRAZOL CINFA 20 MG 14 COM
686083;ESOMEPRAZOL CINFA 40 MG 14 COM
687110;ZOLMITRIPTAN NOR 2.5MG 6CO BUC
688058;BUCCOLAM 10 MG
688288;ASTEFOR 40030 MG 30 SOBRES
688547;DESLORATADINA RATIO 5 MG 20 CO
688661;CAPTOR 75650MG 20COM
688662;CAPTOR 75650MG 60COM
688702;GLYCILAX LACTANTES 10 SUPOS
688722;FOSFOMICINA KERN 3G 2 SOB
689188;PHARMATUSGRIP 10SOB
689729;FLIXOTIDE ACCUHAL 100 MCG 60
689965;FOSFOMICINA STADA 3G 1SOB
690123;BATMEN CR 60 G
690143;ATACAND 8 MG 30 COMP
690172;BATMEN PDA 30 G
690273;FLUCONAZOL COMBIX 100 MG 7 CAP
690792;ESKAZOLE 400 MG 60 COMP
691099;EPLERENONA NORMON 50 MG 30 COM
691204;SEGURIL 20 MG 5X2 ML
691349;ETINILDROSP STADA0.023MG28CO
691449;EQUASYM 20 MG 30 CAPSULAS
691475;ANTIN 0.03MG3MG 21COM
691747;TRAMADOL RE NORMON150MG60CO
692106;EPLERENONA STADA 50 MG 30 COMP
692237;GABAPENTINA CINFA 600MG 90 COM
692466;EBASTINA NORMON 10MG 20CO BUCO
692468;EBASTINA NORMON 20MG 20CO BUCO
692667;RIZATRIPTAN VISO 10MG 6 COMP
692715;LEVETIRACETAM NORM 100MG 300ML
692740;LEVOBEL 1 X 21 COM
692897;ZYRTEC SOLU 200 ML
693321;MUCOSAN RETARD 75MG 10 CAPS
693482;RISPERIDONA VIATR 0.5MG 56CO(E
693572;EMCORETIC 10 MG 28 COMP
693699;CALCIOVI D3 SDZ1000MG880UI30
693805;CEFIXIMA NORMON 200MG 21CAP
694023;CEFUROXIMA NORMON 250MG 10CO
694024;CEFUROXIMA NORMON 250MG 15CO
694058;DOXICLAT 100 MG 42 COMP
694125;POSITON POMADA 30G
694372;ANGIODROX RET 90 MG 60 CAPS
694380;ANGIODROX RET 90 MG 30 CAPS
694596;LIPLAT 20 MG 28 COMP
694672;VALACICLOVIR COMBIX 500MG 42CO
695205;ZELIDERM CR 30 G
695552;STREFEN 8.75MG NARANJA 16 PAST
695569;RETIRIDES 0.100% CR 30 G
696701;RIZATRIPTAN FLAS CINFA10MG2CO
696871;INNOHEP 18000 UI 0.9ML 10 JGA
696899;EQUASYM 40 MG 30 CAPSULAS
697289;DURACEF 500 MG 28 CAPS
697422;LEPONEX 100 MG 40 COM
697444;INNOHEP 3500 UI 0.35ML 10 JGA
697446;INNOHEP 4500 UI 0.45ML 10 JGA
697513;ETILDROSP STADA0.023MG3X28CO
697626;UROREC 8 MG 30 CAPS DIF
697648;LUMIGAN 0.3MGML SOL0.4ML 30MO
697661;NOTUS ANTITUS MIELLIMON 10MG
697871;SELINCRO 18 MG 14 COMP
698371;ELVANSE 30 MG 30 CAP
698377;ALMOTRIPTAN NORMON 12.5MG6CO
698671;JUANOLGAR PULV 0.51 MG 15 ML
698788;LEVOTIROXINA SANOFI 75MCG100CO
699822;PRAMIPEXOL NORMON 2.10MG 30COM
700019;XOTERNA BREEZHALER 8543MCG 30
700507;BETNOVATE 0.1% SOL CAP 30 G
700513;SEIDIGESTAN 100 MG 30 CAPS
700539;SERETIDE 50500 ACCUHAL 60ALV
700550;CITORSAL 5 BOLSAS POLVO
700554;TRILOMBRIN 250 MG 6 COM
700580;SINEMET 25250 MG 60 CO
700642;KENTERA 3.9 MGDIA 8PARCHES
700668;FURANTOINA 50 MG 42 COM
700677;HAVRIX 1440 UI 1JRG 1ML
700704;TESTEX PROLONGATUM 250MG 1AMP
700706;TRANDATE 100MG 30COM
700713;AKINETON RET 4 MG 20 COM
700726;VERSATIS 700 MG 30 APO
700755;ULTRA LEVURA 250 MG 20 SOBRES
700768;AUXINA A+E 30 CAPSULAS
701120;VIRIREC 3MGG CREMA
701283;IMUNOCARE CR 5% 24SOBRES 250MG
701388;REGAXIDIL 20MGML 120 ML
701578;TAVONIN 120 MG 30 COMP
701717;FLUTIFORM 1255MCG PU 1AE 120D
701773;CECILIANA DIARIO20.03MG3*28CO
701918;ESCITALOPRAM FLAS CINFA20MG28C
702118;AZITROMICINA KERN 500 MG 3 COM
702421;INVOKANA 100 MG 30 COMP
702593;CINFAMUCOL CARBO 750MG 12SOB
702683;JARDIANCE 25 MG 30 COMP
702710;BEMFOLA 150 UI0.25 ML 1 PLUMA
702714;BEMFOLA 225 UI0.375ML 1 PLUMA
703004;BISOPROLOL CINFA 5MG 28COMP
703171;VOKANAMET 1501000MG 60 COMP
703191;NORMOSTOP 50 MG 12 COMP
703563;IBIS 20 MG 20 COMP DIF
704070;BRONCHOSTOP SOLUC ORAL 200 ML
704107;ORVATEZ 1020 MG 30 COMP
704171;MAXALT 10 MG 6 COMP
704315;ATOZET 1080 MG 3X10 TABLETAS
704500;PREGABALINA CINFA 75MG 56CAP
704738;PREGABALINA KERN 25MG 56CAP
704863;INNOHEP 8000 UI 0.4 ML 10 JGA
705067;TRANKIMAZIN 2 MG 30 COMPRIMIDO
705108;OVALEAP 450UI0.75ML 10 AGUJAS
706042;XADAGO 50 MG 30 COM
706118;MAGNESIA LAINCO 200MGML 220ML
706387;ROSUVASTATINA KERN 5MG 28COM
706388;ROSUVASTATINA KERN 10MG 28COM
706389;ROSUVASTATINA KERN 20MG 28COM
706454;PREGABALINA NORMON 100MG 84CAP
706509;VIACORAM 3.52.5 MG 30 COMP
706523;BEMFOLA 300 UI0.5 ML 5 PLUMAS
706528;OMEPRAZOL HEALTHKERN 20MG 14CA
706809;FLONASE SPRAY NASAL 60 PULV
706918;GATICA 25 MG 56 CAPS
706936;YELLOX 0.9 MGML COLIR 5ML DIF
706940;ESCITALOPRAM FLAS CINFA15MG56C
706941;ESCITALOPRAM FLAS CINFA20MG56C
707172;SILDENAFILO CINFA 50MG 8COM
707177;SILDENAFILO CINFA 100MG 4COM
707411;SILDENAFILO MAST CINFA100MG8CO
707576;KEPPRA 1000 MG 30 COMP DIF
707577;KEPPRA 500 MG 60 COMP DIF
708316;SEASONIQUE 91 COMP
708941;ENALAPRIL TEVA-RIM 5MG 60 COM
709796;DUTASTERIDA CINFA 0.5MG 30CAP
709834;TADALAFILO COMBIX 20MG 8COMP
709862;LANTANON 10 MG 60 COMPRIMIDOS
709969;IBUSTICK 50 MGG GEL 30 G
710275;ESOMEPRAZOL STADA20MG56CA BO
710324;BRILIQUE 60MG 60 COMP
710632;GLYCILAX ADU 6.75SOL REC 12ENE
711046;LENZETTO 1.53 MGDOSIS 56 PULV
711475;OFLOXACINO POS 3MGML COL 5ML
711481;MOXIFLOXACINO NORMON 400MG5CO
711624;TRACTIVA 15 MG 28 COMP EFG
712076;FOSFATO NM 3.56G 100 SOBRES
712829;XERISTAR 30 MG 28 CAPS
713267;MICARDIS 80 MG 28 COMP DIF
713318;MICARDIS PL 8012.5MG 28CO DIF
713319;MICARDIS PL 8025MG 28CO DIF
713520;OMEPRAZOL GOBENS 20MG28CAP BO
713544;OLMESART HCTZ NORM2012.5MG28
713628;DICLOFENACO NORM 50MG 20C DISP
714220;ANGITUSS JBE 200 ML
714433;PLAVIX 75 MG 84 COMP
714894;VARDENAFILO CINFA 20MG 4COMP
714899;OPTIALERG
714973;TRINOMIA 100402.5 28 CAPS
715017;DOLOSTOP 1G 10 COMP
715058;ESOMEPRAZOL NORMON 40MG 28CAPS
715128;ZOMIG 5 MG 2 PULVER NASAL
715238;VIDESIL 50.000UI 1 AMP
716198;ALZIL 5 MG 28 COM
716622;DOLNA 0.120.015MG 3 ANILLOS
716849;CASENLAX 10 G 30 SOBRES
718239;PONTALSIC 37.5MG325MG 20 COMP
718685;ELVANSE ADULTOS 30 MG 30 CAPS
718687;ELVANSE ADULTOS 50 MG 30 CAPS
718689;ELVANSE ADULTOS 70 MG 30 CAPS
718846;IBUPROFENO STADA 400MG 20SOB
719140;VENLAFAXINA RET STADA225MG30CA
719192;EZETIMSIMVA NORMON 1020MG28C
719296;ENOXAPARINA ROVI 60 MG 2 JRG
719298;ENOXAPARINA ROVI 60 MG 10 JRG
719351;BLASTOESTIMULINA POLVO 5 G
719448;IXIA PLUS 4012.5 MG 28 CO DIF
719525;DIOVAN 160 MG 28 COMP DIF
719558;IXIA 40 MG 28 COMP DIF
719637;TETRIDAR 20MCGR80MCL PLU2.4ML
719658;DALACIN CR VAG 40 G
719680;OXITRIL 60 MG 28 COM
719764;CINFADOL 11.6MG GEL 100G
720031;COLPERMIN 187 MG 30 CAP
720460;CELLMUNE 1MGG 30GR
720578;INHIXA 60 MG 10 JGA
720591;INHIXA 20 MG 10 JGA
720760;PANTECTA 40 MG 28 COM EUR
720799;ABILIFY 10 MG 28 COMP DIF
720815;ABILIFY 15 MG 28 COMP DIF
720895;BALZAK 40MG 5MG 28 COMP DIF
720955;LACOSAMIDA NORMON 50MG 14COM
721013;NEXIUM MUPS DIFARMED 20 mg 28 COMPRIMIDOS GASTRORRESISTENTES
721371;SOLIFENACINA CINFA 10MG 30COMP
721434;GAVISCON FORTE DOBLE ACT 24 CO
721933;CLAVERSAL 1 G 100 COMP
721997;METALGIAL 500MGML GOTAS 30ML
722016;DAGAN 5 MG 30 COM
722035;DOLENGRIP 10SOBRES
722044;NEXIUM MUPS 40MG 28 COMP DIF
722071;PROGEFFIK 200 MG 15 CAP DIF
722072;PROGEFFIK 200 MG 60 CAP DIF
722184;CETRAXAL PLUS 3MGML+0.25MGML
723296;NOIAFREN TABL 20MG 20
723424;EDELSINE 0.250.035 MG 21COMP
723526;OMNILAX 10G 30SOB
723626;AVIDART 0.5MG 30 CAP DIF
723681;CRESTOR 20 MG 28 COMP DIF
723751;ADISOCOL 150MG 60COM
723762;DIAZEPAM VIR 2MG 30COM
723846;LOBIVON 5 MG 28 COMP DIF
723847;COSOPT DIFARMED 20 mg/ml + 5 mg/ml COLIRIO EN SOLUCION 1 FRASCO 5 ml
723906;NORMOSTOP CAFEINA 50MG 12COM
724139;DULOXETINA NORMON 60 MG 56 CAP
724258;ATEROGER 2010MG 30 COM
724431;NEOMYX 30CAP
724743;MONOPROST 50MCG 0.2ML 30UD DIF
724771;OMEPRAZOL STADA 20MG 14CAP
724977;METFORMINA NORMON 1000MG 30COM
724978;METFORMINA NORMON 1000MG 50COM
724981;CICLOSEB 15 MGG CHAMPU 100ML
725009;NOTUS MUCUS LIMON 600MG20COM
725107;CELLCEPT 500 MG 50 COMP DIF
725174;CINFATOS DESCONGESTIVO 200ML P
725645;MIRTAZAPINA FLAS NORMO45MG30
725912;GATICA 50MG 56CAP
726001;PARACETAMOL STADA 650MG 20COM
726132;SLENYTO 1 MG 30 COM
726150;PRAMEP 20MGML SOL ORAL
726360;SERC FLAS 24MG 60COMP
726509;ACORE 10 MG 4 COM
726802;LEVOTIROXINA ARISTO 50MCG100CO
726803;LEVOTIROXINA ARISTO 25MCG100CO
726811;ZARELIS RETARD DIFARMED 150 mg 30 COMPRIMIDOS LIBERACION PROLONGADA
726926;FEBUXOSTAT NORMON 80MG 28COM
727288;SEREQUR 320 MG 30 CAPS
727340;DUTATAMS CINF0.50.4MG30CA FR
727581;NORDIMET 15MG INY 4PLU 0.6ML
727860;DISIMET 501000MG 56COM
727907;ALNEO 10MG 4COM
728062;GASTROPAN 9050ML 14 CAPS
728063;GASTROPAN 9050ML 42 CAPS
728196;ABILIFY 10 MG 28 COMP
728221;PITAVASTATINA CINFA 2MG 28COM
728309;BIPRETERAX 41.25MG 30COM DIF
728331;BUCOPRO SABOR NARANJA 16 PAST
728345;AKLIEF 50 MCG CREMA 75 GR
728656;BISOPROLOL NORMON 10MG 28COM
728743;SITAGLIPMETF KERN50850MG56CO
728862;CINFADOL DICLOFENACO 39.2MGML
728894;SYMBICORT 802.25 120 DOSIS
728965;ENERZAIR BREEZHALER 30CAP+INHA
728983;CADELIUS D 600MG2000 UI 30COM
729121;VAGIRUX 10MCG 18COMP VAGINALES
729152;PIGMENTASA 4% CR 25 G
729196;ALZIL PLUS 2010 MG 30 COM
729198;ALZIL PLUS 510MG 30 COMP
729513;VARIARGIL GOTAS 40MGML FR50ML
729597;NAPROXENO SODIC KERN 550MG40CO
729763;LAVIRK 50MGG GEL 5G
729840;NILEMDO 180 MG 28 COMP
729841;NUSTENDI 180 MG10 MG 28 COMP
729880;ZIMBUS BREEZ 11446136MCG30CA
729915;VILDAGLIPMETFO CIN50850MG60
729935;NETDEX GEL 15 MONO 0.4 ML
730036;CINFATOSNAIT 1.332 MGML 150M
730253;IVERGALEN IVERMECTINA 3MG 4 CO
730331;CO-DIOVAN 32025 MG 28 CO DIF
730383;CO-DIOVAN 32012.5MG 28 CO DIF
730652;ZOMIG 2.5 MG 6 COMP DIF
730842;THERVAN 20 MG 28 COMPRIMIDOS
730847;THERVAN 40 MG 28 COMPRIMIDOS
730928;SEFFALAIR SPIROMAX12.75100MCG
730946;ZOMIG FLAS 2.5 MG 6 COMP DIF
731094;PARACETAMOL STADA 500MG 20COMP
731095;PARACETAMOL STADA 1G 10COMP
731388;PREMAX 20 MGML SOLUCION ORAL
731400;QUETIAPINA STADA 50MG 60CO
731409;SEPTOLETE 31MG MIEL LIMON 16
731552;LYRICA 300 MG 56 CAP DIF
731576;ENDOLEX 25MG 12 COMP
731679;ENEAS 30 COMP
732139;OMNIC OCAS 0.4 MG 30 COMP DIF
732440;INBRIJA 33 MG 92 CAPS
732450;TWICOR DIFARMED 20 mg/10 mg 30 COMPRIMIDOS RECUBIERTOS
732508;TICAGRELOR TEVA 90MG 56COM
732562;BYANNLI 1000MG JRG PRE LP+AGUJ
732699;ANTIDOL 1000MG 10STICK
732740;CANDESART HCTZ CINF3212.5MG28
732870;KERENDIA 10 MG 28 COMP
733290;SEPIA OFFICINALIS DT 30CH
733342;RINODUO 13750 MCG 120 DOSIS
734040;ATORVASTATINA NORM 80MG28CO
735811;CARBOCAL D 60 COMPRIMIDOS
737616;HOMEOVOX 60 COMP
741520;AFLUON SPRAY NASAL 10 ML
741629;DEPO PROGEVERA 150 MG VIAL
742239;FLUOXETINA NORMON 20 MG 28 CAP
743039;DERMOFIX 2% POLVO 30 G
744082;ATORVASTATINA NORMON 60MG 28CO
748195;IGNATIA AMARA DT 30CH
750539;RISPERIDONA CINFA 0.5MG 28COM
751940;NUX VOMICA DT 9CH
753657;APROVEL 300 MG 28 COMP
753673;CARBOCAL 600 MG 60 COMP
755587;URSOBILANE 300 MG 60 CAPS
756029;IBUPROFENO RAPID 400MG 20CAP
756056;FEBRECTAL AD 6 SUPO
756072;FEBRECTAL INF 6 SUPO
756411;FENERGAN CR 60 G
756650;FENTANEST 5X3 ML (H)
756826;THYMULINE BOIRON C30 GLOBULOS 1 ENVASE 4 g
758234;AXHIDROX 2.2 MG CR 50GR
758350;GANIRELIX 0.25 MG 0.5 ML 1 JGA
758543;ISDIBEN 20 MG 50 CAPS
758604;ARROX PLUS 4010MG 30 COMP
758615;IBIS 6MGML COLIRIO SOL 5ML
758717;TRIGON DEPOT 40MGML 3 VIAL1ML
758840;TIAPRIZAL 100MG 20COM
758842;ALZERTA DOS 4.6 MG24 H 16 PAR
759116;BIMOTIL 13.7GR SOL ORAL 30 SOB
759231;HOMEOPLASMINE POMADA 40 G
759253;UTROGESTAN 200 MG 15 CAPS
759451;OSCILLOCOCCINUM 30 UNIDOSIS
759452;LIMOVAN 7.5 MG 28 COMP
